CWE-ID,Name,MappingUsageLabel,SuggestedCWEIDs,Level,Related_CWE_IDs_ChildOf,Related_CAPEC_IDs
CWE-830,Inclusion of Web Functionality from an Untrusted Source,allowed,[],4,[829],[]
CWE-831,Signal Handler Function Associated with Multiple Signals,allowed,[],4,[364],[]
CWE-832,Unlock of a Resource that is not Locked,allowed,[],4,[667],[]
CWE-833,Deadlock,allowed,[],4,[667],[25]
CWE-834,Excessive Iteration,discouraged,[],2,[691],[]
CWE-835,Loop with Unreachable Exit Condition ('Infinite Loop'),allowed,[],3,[834],[]
CWE-836,Use of Password Hash Instead of Password for Authentication,allowed,[],4,[1390],"[644, 652]"
CWE-837,"Improper Enforcement of a Single, Unique Action",allowed,[],3,[799],[]
CWE-838,Inappropriate Encoding for Output Context,allowed,[],3,[116],[468]
CWE-839,Numeric Range Comparison Without Minimum Check,allowed,[],3,[1023],[]
CWE-841,Improper Enforcement of Behavioral Workflow,allowed,[],2,[691],[]
CWE-842,Placement of User into Incorrect Group,allowed,[],3,[286],[]
CWE-843,Access of Resource Using Incompatible Type ('Type Confusion'),allowed,[],3,[704],[]
CWE-862,Missing Authorization,allowed,[],3,[285],[665]
CWE-863,Incorrect Authorization,allowed,[],3,[285],[]
CWE-908,Use of Uninitialized Resource,allowed,[],3,[665],[]
CWE-909,Missing Initialization of Resource,allowed,[],3,[665],[]
CWE-910,Use of Expired File Descriptor,allowed,[],4,[672],[]
CWE-911,Improper Update of Reference Count,allowed,[],2,[664],[]
CWE-912,Hidden Functionality,allowed,[],3,[684],"[133, 190]"
CWE-913,Improper Control of Dynamically-Managed Code Resources,allowed,[],2,[664],[]
CWE-914,Improper Control of Dynamically-Identified Variables,allowed,[],3,"[99, 913]",[]
CWE-915,Improperly Controlled Modification of Dynamically-Determined Object Attributes,allowed,[],3,[913],[]
CWE-916,Use of Password Hash With Insufficient Computational Effort,allowed,[],4,[328],[55]
CWE-917,Improper Neutralization of Special Elements used in an Expression Language Statement ('Expression Language Injection'),allowed,[],4,[77],[]
CWE-918,Server-Side Request Forgery (SSRF),allowed,[],4,[441],[664]
CWE-920,Improper Restriction of Power Consumption,allowed,[],3,[400],[]
CWE-921,Storage of Sensitive Data in a Mechanism without Access Control,allowed,[],3,[922],[]
CWE-922,Insecure Storage of Sensitive Information,allowed,[],2,[664],[]
CWE-923,Improper Restriction of Communication Channel to Intended Endpoints,allowed,[],2,[284],"[161, 481, 501, 697]"
CWE-924,Improper Enforcement of Message Integrity During Transmission in a Communication Channel,allowed,[],3,[345],[]
CWE-925,Improper Verification of Intent by Broadcast Receiver,allowed,[],4,[940],[499]
CWE-926,Improper Export of Android Application Components,allowed,[],3,[285],[]
CWE-927,Use of Implicit Intent for Sensitive Communication,allowed,[],3,"[285, 668]",[]
CWE-939,Improper Authorization in Handler for Custom URL Scheme,allowed,[],4,[862],[]
CWE-940,Improper Verification of Source of a Communication Channel,allowed,[],3,"[923, 346]","[500, 594, 595, 596]"
CWE-941,Incorrectly Specified Destination in a Communication Channel,allowed,[],3,[923],[]
CWE-942,Permissive Cross-domain Policy with Untrusted Domains,allowed,[],3,"[863, 923, 183]",[]
CWE-943,Improper Neutralization of Special Elements in Data Query Logic,allowed,[],3,[74],[676]
CWE-1004,Sensitive Cookie Without 'HttpOnly' Flag,allowed,[],4,[732],[]
CWE-1007,Insufficient Visual Distinction of Homoglyphs Presented to User,allowed,[],4,[451],[632]
CWE-1021,Improper Restriction of Rendered UI Layers or Frames,allowed,[],4,"[441, 451]","[103, 181, 222, 504, 506, 587, 654]"
CWE-1022,Use of Web Link to Untrusted Target with window.opener Access,allowed,[],4,[266],[]
CWE-1023,Incomplete Comparison with Missing Factors,allowed,[],2,[697],[]
CWE-1024,Comparison of Incompatible Types,allowed,[],2,[697],[]
CWE-1025,Comparison Using Wrong Factors,allowed,[],2,[697],[]
CWE-1037,Processor Optimization Removal or Modification of Security-critical Code,allowed,[],3,[1038],[663]
CWE-1038,Insecure Automated Optimizations,allowed,[],2,"[435, 758]",[]
CWE-1039,Inadequate Detection or Handling of Adversarial Input Perturbations in Automated Recognition Mechanism,allowed,[],2,"[693, 697]",[]
CWE-1041,Use of Redundant Code,prohibited,[],2,[710],[]
CWE-1042,Static Member Data Element outside of a Singleton Class Element,prohibited,[],5,[1176],[]
CWE-1043,Data Element Aggregating an Excessively Large Number of Non-Primitive Elements,prohibited,[],3,[1093],[]
CWE-1044,Architecture with Number of Horizontal Layers Outside of Expected Range,prohibited,[],2,[710],[]
CWE-1045,Parent Class with a Virtual Destructor and a Child Class without a Virtual Destructor,allowed,[],3,[1076],[]
CWE-1046,Creation of Immutable Text Using String Concatenation,allowed,[],5,[1176],[]
CWE-1047,Modules with Circular Dependencies,prohibited,[],3,[1120],[]
CWE-1048,Invokable Control Element with Large Number of Outward Calls,prohibited,[],2,[710],[]
CWE-1049,Excessive Data Query Operations in a Large Data Table,allowed,[],5,[1176],[]
CWE-1050,Excessive Platform Resource Consumption within a Loop,allowed,[],4,[405],[]
CWE-1051,Initialization with Hard-Coded Network Resource Configuration Data,prohibited,[],4,[1419],[]
CWE-1052,Excessive Use of Hard-Coded Literals in Initialization,allowed,[],4,[1419],[]
CWE-1053,Missing Documentation for Design,prohibited,[],3,[1059],[]
CWE-1054,Invocation of a Control Element at an Unnecessarily Deep Horizontal Layer,prohibited,[],3,[1061],[]
CWE-1055,Multiple Inheritance from Concrete Classes,prohibited,[],3,[1093],[]
CWE-1056,Invokable Control Element with Variadic Parameters,prohibited,[],3,[1120],[]
CWE-1057,Data Access Operations Outside of Expected Data Manager Component,prohibited,[],3,[1061],[]
CWE-1058,Invokable Control Element in Multi-Thread Context with non-Final Static Storable or Member Element,allowed,[],3,[662],[]
CWE-1059,Insufficient Technical Documentation,prohibited,[],2,[710],[]
CWE-1060,Excessive Number of Inefficient Server-Side Data Accesses,prohibited,[],3,[1120],[]
CWE-1061,Insufficient Encapsulation,allowed,[],2,[710],[]
CWE-1062,Parent Class with References to Child Class,prohibited,[],3,[1061],[]
CWE-1063,Creation of Class Instance within a Static Code Block,prohibited,[],5,[1176],[]
CWE-1064,Invokable Control Element with Signature Containing an Excessive Number of Parameters,prohibited,[],3,[1120],[]
CWE-1065,Runtime Resource Management Control Element in a Component Built to Run on Application Servers,prohibited,[],2,[710],[]
CWE-1066,Missing Serialization Control Element,prohibited,[],2,[710],[]
CWE-1067,Excessive Execution of Sequential Searches of Data Resource,allowed,[],5,[1176],[]
CWE-1068,Inconsistency Between Implementation and Documented Design,prohibited,[],2,[710],[]
CWE-1069,Empty Exception Block,prohibited,[],4,[1071],[]
CWE-1070,Serializable Data Element Containing non-Serializable Item Elements,prohibited,[],3,[1076],[]
CWE-1071,Empty Code Block,allowed,[],3,[1164],[]
CWE-1072,Data Resource Access without Use of Connection Pooling,prohibited,[],4,[405],[]
CWE-1073,Non-SQL Invokable Control Element with Excessive Number of Data Resource Accesses,prohibited,[],4,[405],[]
CWE-1074,Class with Excessively Deep Inheritance,prohibited,[],3,[1093],[]
CWE-1075,Unconditional Control Flow Transfer outside of Switch Block,allowed,[],3,[1120],[]
CWE-1076,Insufficient Adherence to Expected Conventions,prohibited,[],2,[710],[]
CWE-1077,Floating Point Comparison with Incorrect Operator,allowed,[],2,[697],[]
CWE-1078,Inappropriate Source Code Style or Formatting,prohibited,[],3,[1076],[]
CWE-1079,Parent Class without Virtual Destructor Method,allowed,[],3,[1076],[]
CWE-1080,Source Code File with Excessive Number of Lines of Code,prohibited,[],3,[1120],[]
CWE-1082,Class Instance Self Destruction Control Element,prohibited,[],3,[1076],[]
CWE-1083,Data Access from Outside Expected Data Manager Component,prohibited,[],3,[1061],[]
CWE-1084,Invokable Control Element with Excessive File or Data Access Operations,prohibited,[],4,[405],[]
CWE-1085,Invokable Control Element with Excessive Volume of Commented-out Code,prohibited,[],4,[1078],[]
CWE-1086,Class with Excessive Number of Child Classes,prohibited,[],3,[1093],[]
CWE-1087,Class with Virtual Method without a Virtual Destructor,allowed,[],3,[1076],[]
CWE-1088,Synchronous Access of Remote Resource without Timeout,allowed,[],4,[821],[]
CWE-1089,Large Data Table with Excessive Number of Indices,allowed,[],4,[405],[]
CWE-1090,Method Containing Access of a Member Element from Another Class,prohibited,[],3,[1061],[]
CWE-1091,Use of Object without Invoking Destructor Method,allowed,[],3,"[772, 1076]",[]
CWE-1092,Use of Same Invokable Control Element in Multiple Architectural Layers,prohibited,[],2,[710],[]
CWE-1093,Excessively Complex Data Representation,allowed,[],2,[710],[]
CWE-1094,Excessive Index Range Scan for a Data Resource,prohibited,[],4,[405],[]
CWE-1095,Loop Condition Value Update within the Loop,prohibited,[],3,[1120],[]
CWE-1096,Singleton Class Instance Creation without Proper Locking or Synchronization,allowed,[],4,[820],[]
CWE-1097,Persistent Storable Data Element without Associated Comparison Control Element,prohibited,[],3,[1076],[]
CWE-1098,Data Element containing Pointer Item without Proper Copy Control Element,allowed,[],3,[1076],[]
CWE-1099,Inconsistent Naming Conventions for Identifiers,prohibited,[],4,[1078],[]
CWE-1100,Insufficient Isolation of System-Dependent Functions,allowed,[],3,[1061],[]
CWE-1101,Reliance on Runtime Component in Generated Code,prohibited,[],2,[710],[]
CWE-1102,Reliance on Machine-Dependent Data Representation,allowed,[],3,[758],[]
CWE-1103,Use of Platform-Dependent Third Party Components,prohibited,[],3,[758],[]
CWE-1104,Use of Unmaintained Third Party Components,allowed,[],3,[1357],[]
CWE-1105,Insufficient Encapsulation of Machine-Dependent Functionality,prohibited,[],3,"[758, 1061]",[]
CWE-1106,Insufficient Use of Symbolic Constants,prohibited,[],4,[1078],[]
CWE-1107,Insufficient Isolation of Symbolic Constant Definitions,prohibited,[],4,[1078],[]
CWE-1108,Excessive Reliance on Global Variables,allowed,[],3,[1076],[]
CWE-1109,Use of Same Variable for Multiple Purposes,prohibited,[],4,[1078],[]
CWE-1110,Incomplete Design Documentation,prohibited,[],3,[1059],[]
CWE-1111,Incomplete I/O Documentation,prohibited,[],3,[1059],[]
CWE-1112,Incomplete Documentation of Program Execution,prohibited,[],3,[1059],[]
CWE-1113,Inappropriate Comment Style,prohibited,[],4,[1078],[]
CWE-1114,Inappropriate Whitespace Style,prohibited,[],4,[1078],[]
CWE-1115,Source Code Element without Standard Prologue,prohibited,[],4,[1078],[]
CWE-1116,Inaccurate Comments,allowed,[],4,[1078],[]
CWE-1117,Callable with Insufficient Behavioral Summary,prohibited,[],4,[1078],[]
CWE-1118,Insufficient Documentation of Error Handling Techniques,prohibited,[],3,[1059],[]
CWE-1119,Excessive Use of Unconditional Branching,prohibited,[],3,[1120],[]
CWE-1120,Excessive Code Complexity,allowed,[],2,[710],[]
CWE-1121,Excessive McCabe Cyclomatic Complexity,prohibited,[],3,[1120],[]
CWE-1122,Excessive Halstead Complexity,prohibited,[],3,[1120],[]
CWE-1123,Excessive Use of Self-Modifying Code,allowed,[],3,[1120],[]
CWE-1124,Excessively Deep Nesting,prohibited,[],3,[1120],[]
CWE-1125,Excessive Attack Surface,prohibited,[],3,[1120],[]
CWE-1126,Declaration of Variable with Unnecessarily Wide Scope,allowed,[],2,[710],[]
CWE-1127,Compilation with Insufficient Warnings or Errors,allowed,[],2,[710],[]
CWE-1164,Irrelevant Code,allowed,[],2,[710],[]
CWE-1173,Improper Use of Validation Framework,allowed,[],3,[20],[]
CWE-1174,ASP.NET Misconfiguration: Improper Model Validation,allowed,[],4,[1173],[]
CWE-1176,Inefficient CPU Computation,allowed,[],4,[405],[]
CWE-1177,Use of Prohibited Code,allowed,[],2,[710],[]
CWE-1187,DEPRECATED: Use of Uninitialized Resource,prohibited,[],1,[],[]
CWE-1188,Initialization of a Resource with an Insecure Default,allowed,[],4,[1419],[665]
CWE-1189,Improper Isolation of Shared Resources on System-on-a-Chip (SoC),allowed,[],3,"[653, 668]",[124]
CWE-1190,DMA Device Enabled Too Early in Boot Phase,allowed,[],3,[696],[180]
CWE-1191,On-Chip Debug and Test Interface With Improper Access Control,allowed,[],2,[284],"[1, 180]"
CWE-1192,Improper Identifier for IP Block used in System-On-Chip (SOC),allowed,[],3,[657],[113]
CWE-1193,Power-On of Untrusted Execution Core Before Enabling Fabric Access Control,allowed,[],3,[696],"[1, 180]"
CWE-1204,Generation of Weak Initialization Vector (IV),allowed,[],3,[330],"[20, 97]"
CWE-1209,Failure to Disable Reserved Bits,allowed,[],2,[710],[121]
CWE-1220,Insufficient Granularity of Access Control,allowed,[],2,[284],"[1, 180]"
CWE-1221,Incorrect Register Defaults or Module Parameters,allowed,[],4,[1419],[166]
CWE-1222,Insufficient Granularity of Address Regions Protected by Register Locks,allowed,[],3,[1220],[679]
CWE-1223,Race Condition for Write-Once Attributes,allowed,[],3,[362],[26]
CWE-1224,Improper Restriction of Write-Once Bit Fields,allowed,[],2,[284],[680]
CWE-1229,Creation of Emergent Resource,allowed,[],2,[664],[]
CWE-1230,Exposure of Sensitive Information Through Metadata,allowed,[],3,[285],[]
CWE-1231,Improper Prevention of Lock Bit Modification,allowed,[],2,[284],[680]
CWE-1232,Improper Lock Behavior After Power State Transition,allowed,[],4,[667],[166]
CWE-1233,Security-Sensitive Hardware Controls with Missing Lock Bit Protection,allowed,[],2,"[284, 667]","[176, 680]"
CWE-1234,Hardware Internal or Debug Modes Allow Override of Locks,allowed,[],4,[667],[176]
CWE-1235,Incorrect Use of Autoboxing and Unboxing for Performance Critical Operations,allowed,[],3,[400],[]
CWE-1236,Improper Neutralization of Formula Elements in a CSV File,allowed,[],3,[74],[]
CWE-1239,Improper Zeroization of Hardware Register,allowed,[],5,[226],"[150, 204, 37, 545]"
CWE-1240,Use of a Cryptographic Primitive with a Risky Implementation,allowed,[],3,[327],[97]
CWE-1241,Use of Predictable Algorithm in Random Number Generator,allowed,[],3,[330],[97]
CWE-1242,Inclusion of Undocumented Features or Chicken Bits,allowed,[],4,[912],"[212, 36]"
CWE-1243,Sensitive Non-Volatile Information Not Protected During Debug,allowed,[],3,[1263],"[116, 545]"
CWE-1244,Internal Asset Exposed to Unsafe Debug Access Level or State,allowed,[],4,[863],[114]
CWE-1245,Improper Finite State Machines (FSMs) in Hardware Logic,allowed,[],3,[684],[74]
CWE-1246,Improper Write Handling in Limited-write Non-Volatile Memories,allowed,[],3,[400],[212]
CWE-1247,Improper Protection Against Voltage and Clock Glitches,allowed,[],3,[1384],"[624, 625]"
CWE-1248,Semiconductor Defects in Hardware Logic with Security-Sensitive Implications,allowed,[],2,[693],"[624, 625]"
CWE-1249,Application-Level Admin Tool with Inconsistent View of Underlying Operating System,allowed,[],3,[1250],[]
CWE-1250,Improper Preservation of Consistency Between Independent Representations of Shared State,allowed,[],2,[664],[]
CWE-1251,Mirrored Regions with Different Values,allowed,[],3,[1250],[]
CWE-1252,CPU Hardware Not Configured to Support Exclusivity of Write and Execute Operations,allowed,[],2,[284],[679]
CWE-1253,Incorrect Selection of Fuse Values,allowed,[],2,[693],[74]
CWE-1254,Incorrect Comparison Logic Granularity,allowed,[],2,"[208, 697]",[26]
CWE-1255,Comparison Logic is Vulnerable to Power Side-Channel Attacks,allowed,[],6,[1300],[189]
CWE-1256,Improper Restriction of Software Interfaces to Hardware Features,allowed,[],3,[285],"[624, 625]"
CWE-1257,Improper Access Control Applied to Mirrored or Aliased Memory Regions,allowed,[],2,[284],"[456, 679]"
CWE-1258,Exposure of Sensitive System Information Due to Uncleared Debug Information,allowed,[],4,"[212, 200]","[150, 204, 37, 545]"
CWE-1259,Improper Restriction of Security Token Assignment,allowed,[],2,[284],"[121, 681]"
CWE-1260,Improper Handling of Overlap Between Protected Memory Ranges,allowed,[],2,[284],"[456, 679]"
CWE-1261,Improper Handling of Single Event Upsets,allowed,[],3,[1384],[]
CWE-1262,Improper Access Control for Register Interface,allowed,[],2,[284],[680]
CWE-1263,Improper Physical Access Control,allowed,[],2,[284],[401]
CWE-1264,Hardware Logic with Insecure De-Synchronization between Control and Data Channels,allowed,[],4,[821],"[233, 663]"
CWE-1265,Unintended Reentrant Invocation of Non-reentrant Code Via Nested Calls,allowed,[],2,[691],[74]
CWE-1266,Improper Scrubbing of Sensitive Data from Decommissioned Device,allowed,[],3,[404],"[150, 37, 545, 546, 675]"
CWE-1267,Policy Uses Obsolete Encoding,allowed,[],2,[284],"[121, 681]"
CWE-1268,Policy Privileges are not Assigned Consistently Between Control and Data Agents,allowed,[],2,[284],[180]
CWE-1269,Product Released in Non-Release Configuration,allowed,[],2,[693],[439]
CWE-1270,Generation of Incorrect Security Tokens,allowed,[],2,[284],"[121, 633, 681]"
CWE-1271,Uninitialized Value on Reset for Registers Holding Security Settings,allowed,[],4,[909],[74]
CWE-1272,Sensitive Information Uncleared Before Debug/Power State Transition,allowed,[],5,[226],"[150, 37, 545, 546]"
CWE-1273,Device Unlock Credential Sharing,allowed,[],4,[200],[560]
CWE-1274,Improper Access Control for Volatile Memory Containing Boot Code,allowed,[],2,[284],"[456, 679]"
CWE-1275,Sensitive Cookie with Improper SameSite Attribute,allowed,[],3,[923],[62]
CWE-1276,Hardware Child Block Incorrectly Connected to Parent System,allowed,[],2,[284],[]
CWE-1277,Firmware Not Updateable,allowed,[],3,[1329],[682]
CWE-1278,Missing Protection Against Hardware Reverse Engineering Using Integrated Circuit (IC) Imaging Techniques,allowed,[],2,[693],"[188, 37, 545]"
CWE-1279,Cryptographic Operations are run Before Supporting Units are Ready,allowed,[],3,"[696, 665]",[97]
CWE-1280,Access Control Check Implemented After Asset is Accessed,allowed,[],2,"[696, 284]",[180]
CWE-1281,Sequence of Processor Instructions Leads to Unexpected Behavior,allowed,[],2,[691],[212]
CWE-1282,Assumed-Immutable Data is Stored in Writable Memory,allowed,[],3,[668],"[458, 679]"
CWE-1283,Mutable Attestation or Measurement Reporting Data,allowed,[],2,[284],[680]
CWE-1284,Improper Validation of Specified Quantity in Input,allowed,[],3,[20],[]
CWE-1285,"Improper Validation of Specified Index, Position, or Offset in Input",allowed,[],3,[20],[]
CWE-1286,Improper Validation of Syntactic Correctness of Input,allowed,[],3,[20],"[66, 676]"
CWE-1287,Improper Validation of Specified Type of Input,allowed,[],3,[20],[]
CWE-1288,Improper Validation of Consistency within Input,allowed,[],3,[20],[]
CWE-1289,Improper Validation of Unsafe Equivalence in Input,allowed,[],3,[20],[]
CWE-1290,Incorrect Decoding of Security Identifiers ,allowed,[],2,[284],[]
CWE-1291,Public Key Re-Use for Signing both Debug and Production Code,allowed,[],2,[693],[]
CWE-1292,Incorrect Conversion of Security Identifiers,allowed,[],2,[284],[]
CWE-1293,Missing Source Correlation of Multiple Independent Data,allowed,[],3,[345],[]
CWE-1294,Insecure Security Identifier Mechanism,allowed,[],2,[284],"[121, 681]"
CWE-1295,Debug Messages Revealing Unnecessary Information,allowed,[],4,[200],[121]
CWE-1296,Incorrect Chaining or Granularity of Debug Components,allowed,[],2,[284],"[121, 702]"
CWE-1297,Unprotected Confidential Information on Device is Accessible by OSAT Vendors,allowed,[],3,[285],"[1, 180]"
CWE-1298,Hardware Logic Contains Race Conditions,allowed,[],3,[362],[26]
CWE-1299,Missing Protection Mechanism for Alternate Hardware Interface,allowed,[],4,"[420, 288]","[457, 554]"
CWE-1300,Improper Protection of Physical Side Channels,allowed,[],5,[203],"[189, 699]"
CWE-1301,Insufficient or Incomplete Data Removal within Hardware Component,allowed,[],5,[226],[37]
CWE-1302,Missing Source Identifier in Entity Transactions on a System-On-Chip (SOC),allowed,[],3,[1294],"[121, 681]"
CWE-1303,Non-Transparent Sharing of Microarchitectural Resources,allowed,[],4,"[1189, 203]",[663]
CWE-1304,Improperly Preserved Integrity of Hardware Configuration State During a Power Save/Restore Operation,allowed,[],2,[284],[176]
CWE-1310,Missing Ability to Patch ROM Code,allowed,[],3,[1329],[682]
CWE-1311,Improper Translation of Security Attributes by Fabric Bridge,allowed,[],2,[284],"[1, 180, 233]"
CWE-1312,Missing Protection for Mirrored Regions in On-Chip Fabric Firewall,allowed,[],2,[284],"[456, 679]"
CWE-1313,Hardware Allows Activation of Test or Debug Logic at Runtime,allowed,[],2,[284],[121]
CWE-1314,Missing Write Protection for Parametric Data Values,allowed,[],4,[862],[1]
CWE-1315,Improper Setting of Bus Controlling Capability in Fabric End-point,allowed,[],2,[284],"[1, 180]"
CWE-1316,Fabric-Address Map Allows Programming of Unwarranted Overlaps of Protected and Unprotected Ranges,allowed,[],2,[284],"[456, 679]"
CWE-1317,Improper Access Control in Fabric Bridge,allowed,[],2,[284],[122]
CWE-1318,Missing Support for Security Features in On-chip Fabrics or Buses,allowed,[],2,[693],"[1, 180]"
CWE-1319,Improper Protection against Electromagnetic Fault Injection (EM-FI),allowed,[],2,[693],"[624, 625]"
CWE-1320,Improper Protection for Outbound Error Messages and Alert Signals,allowed,[],2,[284],"[1, 180]"
CWE-1321,Improperly Controlled Modification of Object Prototype Attributes ('Prototype Pollution'),allowed,[],4,[915],"[1, 180, 77]"
CWE-1322,"Use of Blocking Code in Single-threaded, Non-blocking Context",allowed,[],3,[834],[25]
CWE-1323,Improper Management of Sensitive Trace Data,allowed,[],2,[284],"[150, 167, 545]"
CWE-1324,DEPRECATED: Sensitive Information Accessible by Physical Probing of JTAG Interface,prohibited,[],1,[],[]
CWE-1325,Improperly Controlled Sequential Memory Allocation,allowed,[],4,[770],[130]
CWE-1326,Missing Immutable Root of Trust in Hardware,allowed,[],2,[693],"[679, 68]"
CWE-1327,Binding to an Unrestricted IP Address,allowed,[],3,[668],[1]
CWE-1328,Security Version Number Mutable to Older Versions,allowed,[],3,[285],[176]
CWE-1329,Reliance on Component That is Not Updateable,allowed,[],2,"[1357, 664]",[]
CWE-1330,Remanent Data Readable after Memory Erase,allowed,[],6,[1301],"[150, 37, 545]"
CWE-1331,Improper Isolation of Shared Resources in Network On Chip (NoC),allowed,[],3,"[653, 668]",[124]
CWE-1332,Improper Handling of Faults that Lead to Instruction Skips,allowed,[],3,[1384],"[624, 625]"
CWE-1333,Inefficient Regular Expression Complexity,allowed,[],5,[407],[492]
CWE-1334,Unauthorized Error Injection Can Degrade Hardware Redundancy,allowed,[],2,[284],"[624, 625]"
CWE-1335,Incorrect Bitwise Shift of Integer,allowed,[],2,[682],[]
CWE-1336,Improper Neutralization of Special Elements Used in a Template Engine,allowed,[],4,[94],[]
CWE-1338,Improper Protections Against Hardware Overheating,allowed,[],2,[693],"[624, 625]"
CWE-1339,Insufficient Precision or Accuracy of a Real Number,allowed,[],2,[682],[]
CWE-1341,Multiple Releases of Same Resource or Handle,allowed,[],4,[675],[]
CWE-1342,Information Exposure through Microarchitectural State after Transient Execution,allowed,[],5,[226],[696]
CWE-1351,Improper Handling of Hardware Behavior in Exceptionally Cold Environments,allowed,[],3,[1384],"[624, 625]"
CWE-1357,Reliance on Insufficiently Trustworthy Component,allowed,[],2,[710],[]
CWE-1384,Improper Handling of Physical or Environmental Conditions,allowed,[],2,[703],[]
CWE-1385,Missing Origin Validation in WebSockets,allowed,[],3,[346],[]
CWE-1386,Insecure Operation on Windows Junction / Mount Point,allowed,[],4,[59],[]
CWE-1389,Incorrect Parsing of Numbers with Different Radices,allowed,[],3,[704],[]
CWE-1390,Weak Authentication,allowed,[],3,[287],[]
CWE-1391,Use of Weak Credentials,allowed,[],4,[1390],[]
CWE-1392,Use of Default Credentials,allowed,[],5,[1391],[]
CWE-1393,Use of Default Password,allowed,[],6,[1392],[]
CWE-1394,Use of Default Cryptographic Key,allowed,[],6,[1392],[]
CWE-1395,Dependency on Vulnerable Third-Party Component,allowed,[],3,[657],[]
CWE-1419,Incorrect Initialization of Resource,allowed,[],3,[665],[]
CWE-1420,Exposure of Sensitive Information during Transient Execution,allowed,[],3,[669],[]
CWE-1421,Exposure of Sensitive Information in Shared Microarchitectural Structures during Transient Execution,allowed,[],4,[1420],[]
CWE-1422,Exposure of Sensitive Information caused by Incorrect Data Forwarding during Transient Execution,allowed,[],4,[1420],[]
CWE-1423,Exposure of Sensitive Information caused by Shared Microarchitectural Predictor State that Influences Transient Execution,allowed,[1420],4,[1420],[]
CWE-1426,Improper Validation of Generative AI Output,discouraged,"[77, 94, 116]",2,[707],[]
CWE-1427,Improper Neutralization of Input Used for LLM Prompting,allowed,[],4,[77],[]
CWE-1428,Reliance on HTTP instead of HTTPS,allowed,[],4,[319],[]
CWE-1429,Missing Security-Relevant Feedback for Unexecuted Operations in Hardware Interface,allowed,[],4,[223],[]
CWE-1431,Driving Intermediate Cryptographic State/Results to Hardware Module Outputs,allowed,[],4,[200],[]
